episode: 500, epsilon: 0.9700000000000255, average steps: 5.424, maximum length: 7, average length: 4.222, average reward: 0.14, average loss: 0.5673328243670099
episode: 26000, epsilon: 0.6099219843976869, average steps: 7.76, maximum length: 6, average length: 4.23, average reward: 0.17, average loss: 2726400603.876289
episode: 26100, epsilon: 0.608421684337678, average steps: 8.71, maximum length: 7, average length: 4.37, average reward: 0.95, average loss: 2879580822.337543
episode: 26200, epsilon: 0.6069213842776691, average steps: 8.68, maximum length: 8, average length: 4.39, average reward: 1.09, average loss: 2903420852.792627
episode: 26300, epsilon: 0.6054210842176602, average steps: 8.87, maximum length: 6, average length: 4.26, average reward: 0.35, average loss: 2884406981.8444195
episode: 26400, epsilon: 0.6039207841576513, average steps: 9.23, maximum length: 6, average length: 4.35, average reward: 0.77, average loss: 3079542650.7302275
episode: 26500, epsilon: 0.6024204840976424, average steps: 7.9, maximum length: 7, average length: 4.27, average reward: 0.42, average loss: 3112541499.7873416
episode: 26600, epsilon: 0.6009201840376335, average steps: 8.76, maximum length: 6, average length: 4.23, average reward: 0.2, average loss: 2982947201.607306
episode: 26700, epsilon: 0.5994198839776246, average steps: 8.54, maximum length: 6, average length: 4.27, average reward: 0.4, average loss: 3047306892.290398
episode: 26800, epsilon: 0.5979195839176157, average steps: 6.93, maximum length: 7, average length: 4.34, average reward: 0.79, average loss: 3186840914.008658
episode: 26900, epsilon: 0.5964192838576068, average steps: 8.29, maximum length: 6, average length: 4.37, average reward: 0.89, average loss: 3287266049.8528347
episode: 27000, epsilon: 0.5949189837975979, average steps: 8.5, maximum length: 9, average length: 4.37, average reward: 1.05, average loss: 3176245530.804706
episode: 27100, epsilon: 0.593418683737589, average steps: 8.12, maximum length: 7, average length: 4.37, average reward: 0.92, average loss: 3251949933.399015
episode: 27200, epsilon: 0.5919183836775801, average steps: 7.98, maximum length: 6, average length: 4.22, average reward: 0.15, average loss: 3283142253.072682
episode: 27300, epsilon: 0.5904180836175712, average steps: 7.76, maximum length: 6, average length: 4.3, average reward: 0.54, average loss: 3254333318.268041
episode: 27400, epsilon: 0.5889177835575623, average steps: 9.1, maximum length: 7, average length: 4.23, average reward: 0.21, average loss: 3366471620.2197804
episode: 27500, epsilon: 0.5874174834975534, average steps: 7.85, maximum length: 6, average length: 4.28, average reward: 0.46, average loss: 3440211573.8904457
episode: 27600, epsilon: 0.5859171834375445, average steps: 8.96, maximum length: 7, average length: 4.35, average reward: 0.83, average loss: 3594260324.571429
episode: 27700, epsilon: 0.5844168833775356, average steps: 9.12, maximum length: 7, average length: 4.33, average reward: 0.79, average loss: 3544014973.1929827
episode: 27800, epsilon: 0.5829165833175267, average steps: 8.64, maximum length: 6, average length: 4.36, average reward: 0.85, average loss: 3499027026.3703704
episode: 27900, epsilon: 0.5814162832575178, average steps: 8.81, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 3723249354.2429056
episode: 28000, epsilon: 0.5799159831975089, average steps: 7.09, maximum length: 6, average length: 4.3, average reward: 0.54, average loss: 3877883824.744711
episode: 28100, epsilon: 0.5784156831375, average steps: 9.08, maximum length: 7, average length: 4.36, average reward: 0.91, average loss: 3854831683.8061676
episode: 28200, epsilon: 0.5769153830774911, average steps: 9.64, maximum length: 7, average length: 4.34, average reward: 0.75, average loss: 3870417442.3900414
episode: 28300, epsilon: 0.5754150830174822, average steps: 8.89, maximum length: 6, average length: 4.29, average reward: 0.5, average loss: 3829424437.4173226
episode: 28400, epsilon: 0.5739147829574733, average steps: 8.28, maximum length: 7, average length: 4.41, average reward: 1.17, average loss: 3860918993.3140097
episode: 28500, epsilon: 0.5724144828974644, average steps: 9.15, maximum length: 7, average length: 4.43, average reward: 1.25, average loss: 3706159462.959563
episode: 28600, epsilon: 0.5709141828374555, average steps: 8.66, maximum length: 8, average length: 4.37, average reward: 0.96, average loss: 3867890070.170901
episode: 28700, epsilon: 0.5694138827774466, average steps: 8.29, maximum length: 7, average length: 4.31, average reward: 0.63, average loss: 4060279698.5283475
episode: 28800, epsilon: 0.5679135827174377, average steps: 8.41, maximum length: 7, average length: 4.28, average reward: 0.46, average loss: 3933366121.778835
episode: 28900, epsilon: 0.5664132826574289, average steps: 9.59, maximum length: 8, average length: 4.41, average reward: 1.18, average loss: 4109372218.0604796
episode: 29000, epsilon: 0.56491298259742, average steps: 10.04, maximum length: 7, average length: 4.28, average reward: 0.47, average loss: 4217689749.928287
episode: 29100, epsilon: 0.5634126825374111, average steps: 9.1, maximum length: 6, average length: 4.31, average reward: 0.6, average loss: 4181019328.7032967
episode: 29200, epsilon: 0.5619123824774022, average steps: 8.82, maximum length: 6, average length: 4.33, average reward: 0.69, average loss: 4257542993.5600905
episode: 29300, epsilon: 0.5604120824173933, average steps: 8.36, maximum length: 6, average length: 4.3, average reward: 0.55, average loss: 4437171547.100478
episode: 29400, epsilon: 0.5589117823573844, average steps: 8.63, maximum length: 7, average length: 4.44, average reward: 1.35, average loss: 4401431726.424102
episode: 29500, epsilon: 0.5574114822973755, average steps: 10.08, maximum length: 10, average length: 4.38, average reward: 1.14, average loss: 4300618189.333333
episode: 29600, epsilon: 0.5559111822373666, average steps: 9.96, maximum length: 7, average length: 4.51, average reward: 1.81, average loss: 4423154571.180723
episode: 29700, epsilon: 0.5544108821773577, average steps: 9.28, maximum length: 7, average length: 4.38, average reward: 0.99, average loss: 4543264434.75862
episode: 29800, epsilon: 0.5529105821173488, average steps: 8.52, maximum length: 6, average length: 4.29, average reward: 0.46, average loss: 4488730654.197183
episode: 29900, epsilon: 0.5514102820573399, average steps: 8.85, maximum length: 8, average length: 4.38, average reward: 1.03, average loss: 4672263351.683616
episode: 30000, epsilon: 0.549909981997331, average steps: 9.93, maximum length: 7, average length: 4.36, average reward: 0.89, average loss: 4516152517.9939575
episode: 30100, epsilon: 0.5484096819373221, average steps: 9.88, maximum length: 7, average length: 4.4, average reward: 1.11, average loss: 4522213945.392713
episode: 30200, epsilon: 0.5469093818773132, average steps: 10.88, maximum length: 6, average length: 4.38, average reward: 0.98, average loss: 4604341352.3529415
episode: 30300, epsilon: 0.5454090818173043, average steps: 9.22, maximum length: 7, average length: 4.4, average reward: 1.12, average loss: 4764971958.559653
episode: 30400, epsilon: 0.5439087817572954, average steps: 9.33, maximum length: 6, average length: 4.27, average reward: 0.4, average loss: 4799506086.550911
episode: 30500, epsilon: 0.5424084816972865, average steps: 10.49, maximum length: 9, average length: 4.4, average reward: 1.24, average loss: 4961602653.712107
episode: 30600, epsilon: 0.5409081816372776, average steps: 9.91, maximum length: 7, average length: 4.4, average reward: 1.08, average loss: 4974618982.038345
episode: 30700, epsilon: 0.5394078815772687, average steps: 8.78, maximum length: 7, average length: 4.27, average reward: 0.42, average loss: 4803029131.079726
episode: 30800, epsilon: 0.5379075815172598, average steps: 9.31, maximum length: 6, average length: 4.3, average reward: 0.53, average loss: 5016636372.554243
episode: 30900, epsilon: 0.5364072814572509, average steps: 8.97, maximum length: 7, average length: 4.3, average reward: 0.61, average loss: 5036470958.947603
episode: 31000, epsilon: 0.534906981397242, average steps: 11.67, maximum length: 7, average length: 4.34, average reward: 0.84, average loss: 5190309843.907455
episode: 31100, epsilon: 0.5334066813372331, average steps: 10.78, maximum length: 8, average length: 4.55, average reward: 2.05, average loss: 5378315042.19666
episode: 31200, epsilon: 0.5319063812772242, average steps: 9.41, maximum length: 6, average length: 4.26, average reward: 0.32, average loss: 5492454814.8777895
episode: 31300, epsilon: 0.5304060812172153, average steps: 8.62, maximum length: 5, average length: 4.24, average reward: 0.2, average loss: 5180392312.278422
episode: 31400, epsilon: 0.5289057811572064, average steps: 9.16, maximum length: 9, average length: 4.33, average reward: 0.8, average loss: 5406855199.30131
episode: 31500, epsilon: 0.5274054810971975, average steps: 9.29, maximum length: 7, average length: 4.45, average reward: 1.39, average loss: 5336472207.844995
episode: 31600, epsilon: 0.5259051810371886, average steps: 10.12, maximum length: 7, average length: 4.42, average reward: 1.23, average loss: 5557794701.660079
episode: 31700, epsilon: 0.5244048809771797, average steps: 10.89, maximum length: 8, average length: 4.35, average reward: 0.87, average loss: 5638241209.006428
episode: 31800, epsilon: 0.5229045809171708, average steps: 10.45, maximum length: 7, average length: 4.24, average reward: 0.23, average loss: 5812749512.145454
episode: 31900, epsilon: 0.521404280857162, average steps: 9.03, maximum length: 6, average length: 4.25, average reward: 0.27, average loss: 5576094776.416389
episode: 32000, epsilon: 0.519903980797153, average steps: 10.43, maximum length: 7, average length: 4.46, average reward: 1.47, average loss: 5749026733.284756
episode: 32100, epsilon: 0.5184036807371442, average steps: 9.96, maximum length: 7, average length: 4.39, average reward: 1.05, average loss: 5729948579.469879
episode: 32200, epsilon: 0.5169033806771353, average steps: 9.75, maximum length: 7, average length: 4.26, average reward: 0.35, average loss: 5765380772.3651285
episode: 32300, epsilon: 0.5154030806171264, average steps: 9.92, maximum length: 6, average length: 4.43, average reward: 1.21, average loss: 5678500369.806452
episode: 32400, epsilon: 0.5139027805571175, average steps: 11.58, maximum length: 8, average length: 4.5, average reward: 1.71, average loss: 5798985559.1019
episode: 32500, epsilon: 0.5124024804971086, average steps: 10.85, maximum length: 6, average length: 4.3, average reward: 0.55, average loss: 5774198098.108756
episode: 32600, epsilon: 0.5109021804370997, average steps: 9.82, maximum length: 6, average length: 4.22, average reward: 0.14, average loss: 5621132179.812627
episode: 32700, epsilon: 0.5094018803770908, average steps: 12.33, maximum length: 7, average length: 4.42, average reward: 1.28, average loss: 5778761898.666667
episode: 32800, epsilon: 0.5079015803170819, average steps: 10.06, maximum length: 7, average length: 4.37, average reward: 0.94, average loss: 5906852053.757455
episode: 32900, epsilon: 0.506401280257073, average steps: 10.21, maximum length: 8, average length: 4.34, average reward: 0.81, average loss: 5844492847.890304
episode: 33000, epsilon: 0.5049009801970641, average steps: 11.05, maximum length: 8, average length: 4.35, average reward: 0.87, average loss: 5643054956.42353
episode: 33100, epsilon: 0.5034006801370552, average steps: 10.28, maximum length: 9, average length: 4.52, average reward: 1.92, average loss: 5990477233.058366
episode: 33200, epsilon: 0.5019003800770463, average steps: 9.7, maximum length: 8, average length: 4.31, average reward: 0.65, average loss: 5866855656.775258
episode: 33300, epsilon: 0.5004000800170374, average steps: 9.71, maximum length: 8, average length: 4.49, average reward: 1.66, average loss: 5954308427.139032
episode: 33400, epsilon: 0.4988997799570244, average steps: 10.73, maximum length: 8, average length: 4.38, average reward: 1.11, average loss: 6022091943.962721
episode: 33500, epsilon: 0.49739947989700994, average steps: 9.87, maximum length: 8, average length: 4.37, average reward: 0.98, average loss: 5983608035.209726
episode: 33600, epsilon: 0.4958991798369955, average steps: 10.22, maximum length: 7, average length: 4.47, average reward: 1.54, average loss: 6221120677.823874
episode: 33700, epsilon: 0.49439887977698105, average steps: 11.88, maximum length: 7, average length: 4.52, average reward: 1.8, average loss: 6430156722.208755
episode: 33800, epsilon: 0.4928985797169666, average steps: 11.6, maximum length: 8, average length: 4.5, average reward: 1.72, average loss: 6447527721.931034
